Points,Longitude,Latitude,HALLMARK_ANGIOGENESIS,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_P53_PATHWAY,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_DNA_REPAIR,Max,P
142,469.66913,33.59788,1.95514501,-15.10611035,-9.969040523,11.09761157,-4.65E+00,-2.688016666,-4.497276153,-3.68126719,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
143,476.6017,33.59788,2.055169811,-15.41031222,-10.12851204,11.32650822,-4.68E+00,-2.596549825,-4.424739998,-3.70484371,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
144,483.53427,33.59788,2.200011937,-15.54382146,-10.12381531,11.84866494,-4.57E+00,-2.35276273,-4.270246968,-3.60985429,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
145,490.46685,33.59788,2.389329392,-15.49875499,-9.950085851,12.66423029,-4.35E+00,-1.976066095,-4.037291384,-3.39717811,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
146,497.39942,33.59788,2.619895699,-15.27573147,-9.609326476,13.76168476,-4.01E+00,-1.487849815,-3.73286513,-3.07388659,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
147,504.33199,33.59788,2.885198087,-14.88697702,-9.11355499,15.11215943,-3.59E+00,-0.910486961,-3.367503565,-2.65336364,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
148,511.26457,33.59788,3.175633695,-14.35716792,-8.487180377,16.6664653,-3.09E+00,-0.267978294,-2.954688935,-2.15448734,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
149,518.19714,33.59788,3.479847588,-13.71980324,-7.764002968,18.3604319,-2.54E+00,0.414694378,-2.509282998,-1.59910972,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
150,525.12971,33.59788,3.78670659,-13.01078451,-6.981064297,20.12626808,-1.96E+00,1.113943168,-2.045572377,-1.00875892,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
151,532.06228,33.59788,4.086902619,-12.26265553,-6.1710025,21.90328203,-1.38E+00,1.810026573,-1.575773037,-0.40204325,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
152,538.99486,33.59788,4.373660004,-11.5014568,-5.356100999,23.64377443,-8.03E-01,2.488283614,-1.10936334,0.2065571,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
153,545.92743,33.59788,4.642671901,-10.74606298,-4.552726133,25.31412062,-2.45E-01,3.139072026,-0.65310282,0.80672406,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
154,552.86,33.59788,4.891640166,-10.00898968,-3.772655263,26.89300349,2.91E-01,3.756946437,-0.211423366,1.39169346,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
155,559.79258,33.59788,5.119723416,-9.297752684,-3.023141241,28.36863908,8.01E-01,4.339599482,0.213059604,1.95744152,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
156,566.72515,33.59788,5.327050634,-8.616240966,-2.306307277,29.73606671,1.28E+00,4.886873156,0.619057959,2.50191084,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
157,573.65772,33.59788,5.5143502,-7.965872154,-1.621096498,30.99493497,1.74E+00,5.399963812,1.00620304,3.02437518,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
158,580.59029,33.59788,5.682690396,-7.346474424,-0.967673807,32.14785723,2.17E+00,5.880838841,1.374731969,3.52496115,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
159,587.52287,33.59788,5.833308479,-6.756918558,-0.344790622,33.1992597,2.58E+00,6.331836629,1.725259224,4.00430866,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
160,594.45544,33.59788,5.967503366,-6.195550129,0.24844098,34.1546051,2.97E+00,6.755407946,2.058617052,4.46334083,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
161,46.78218,40.21557,0.198355848,-7.364799103,-5.341891153,-1.313024175,-3.72E+00,-2.881220438,-4.022348588,-2.45775688,0.198355848,HALLMARK_ANGIOGENESIS
162,53.71475,40.21557,0.283868703,-7.179896031,-5.147246752,-0.806914896,-3.54E+00,-2.690828375,-3.913091416,-2.28647117,0.283868703,HALLMARK_ANGIOGENESIS
163,60.64733,40.21557,0.386298381,-6.937999553,-4.884995365,-0.207920995,-3.30E+00,-2.434928945,-3.771661323,-2.06202367,0.386298381,HALLMARK_ANGIOGENESIS
164,67.5799,40.21557,0.505349267,-6.648207796,-4.561822853,0.47815371,-3.02E+00,-2.116349326,-3.600388529,-1.78948442,0.505349267,HALLMARK_ANGIOGENESIS
165,74.51247,40.21557,0.639220524,-6.328314787,-4.194655942,1.237110798,-2.70E+00,-1.745098315,-3.405257054,-1.48118721,1.237110798,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
166,81.44504,40.21557,0.783518855,-6.009275149,-3.814364777,2.040870673,-2.36E+00,-1.343128909,-3.198114326,-1.16011747,2.040870673,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
167,88.37762,40.21557,0.929540229,-5.7413088,-3.475088959,2.837613015,-2.05E+00,-0.951304712,-2.999824518,-0.86353624,2.837613015,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
168,95.31019,40.21557,1.062205259,-5.599055611,-3.257375481,3.538056737,-1.80E+00,-0.636496883,-2.843359541,-0.64491002,3.538056737,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
169,102.24276,40.21557,1.159165959,-5.677925522,-3.263607763,4.00645873,-1.71E+00,-0.491488326,-2.773534955,-0.5704471,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
170,109.17534,40.21557,1.193882337,-6.07175914,-3.598930244,4.0751375,-1.84E+00,-0.617127362,-2.83882929,-0.70660061,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
171,116.10791,40.21557,1.144330989,-6.834339045,-4.323973578,3.597177364,-2.25E+00,-1.085904409,-3.075066874,-1.10014116,3.597177364,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
172,123.04048,40.21557,1.003820543,-7.950862475,-5.427850982,2.518737974,-2.95E+00,-1.908606239,-3.490496557,-1.76193798,2.518737974,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
173,129.97305,40.21557,0.785114662,-9.350326766,-6.838183134,0.912563001,-3.88E+00,-3.035150749,-4.065946146,-2.669044,0.912563001,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
174,136.90563,40.21557,0.51205287,-10.95700793,-8.474340579,-1.071275464,-5.01E+00,-4.394731028,-4.772434314,-3.78668483,0.51205287,HALLMARK_ANGIOGENESIS
175,143.8382,40.21557,0.204422316,-12.73836381,-10.29855336,-3.301642672,-6.30E+00,-5.940539105,-5.590881629,-5.09129718,0.204422316,HALLMARK_ANGIOGENESIS
176,150.77077,40.21557,-0.131784783,-14.70676089,-12.31460732,-5.726954961,-7.74E+00,-7.659334572,-6.515709262,-6.57295316,0,HALLMARK_ANGIOGENESIS
177,157.70335,40.21557,-0.502954369,-16.87714284,-14.5279415,-8.363681702,-9.32E+00,-9.544300458,-7.54093568,-8.21671987,0,HALLMARK_ANGIOGENESIS
178,164.63592,40.21557,-0.918042248,-19.21964706,-16.89999859,-11.23718805,-1.10E+01,-11.56149936,-8.6431541,-9.98160944,0,HALLMARK_ANGIOGENESIS
179,171.56849,40.21557,-1.376572933,-21.64171404,-19.33414843,-14.31635086,-1.27E+01,-13.63570104,-9.775282982,-11.79398405,0,HALLMARK_ANGIOGENESIS
180,178.50107,40.21557,-1.862285873,-24.00766016,-21.6988499,-17.48341632,-1.44E+01,-15.66180975,-10.87473253,-13.55924231,0,HALLMARK_ANGIOGENESIS
181,185.43364,40.21557,-2.347387529,-26.17916113,-23.86166785,-20.5614838,-1.59E+01,-17.53185417,-11.87956061,-15.18374741,0,HALLMARK_ANGIOGENESIS
182,192.36621,40.21557,-2.80263989,-28.04933784,-25.72463888,-23.37225185,-1.73E+01,-19.15806405,-12.74173838,-16.59348647,0,HALLMARK_ANGIOGENESIS
183,199.29878,40.21557,-3.204337632,-29.55380405,-27.22918424,-25.77592053,-1.83E+01,-20.47967084,-13.43105321,-17.74092542,0,HALLMARK_ANGIOGENESIS
184,206.23136,40.21557,-3.536015458,-30.66353776,-28.34807569,-27.68042428,-1.91E+01,-21.45914942,-13.93193739,-18.60232059,0,HALLMARK_ANGIOGENESIS
185,213.16393,40.21557,-3.788111098,-31.37411148,-29.07454681,-29.0372016,-1.96E+01,-22.07916455,-14.23928639,-19.17265424,0,HALLMARK_ANGIOGENESIS
186,220.0965,40.21557,-3.957351158,-31.69976971,-29.41685072,-29.83554044,-1.98E+01,-22.3426049,-14.35661726,-19.46209715,0,HALLMARK_ANGIOGENESIS
187,227.02908,40.21557,-4.045674225,-31.67249703,-29.40027713,-30.09629929,-1.97E+01,-22.27250026,-14.2963916,-19.49382333,0,HALLMARK_ANGIOGENESIS
188,233.96165,40.21557,-4.058824711,-31.34347811,-29.07135516,-29.86555845,-1.94E+01,-21.91098447,-14.08124975,-19.30227784,0,HALLMARK_ANGIOGENESIS
189,240.89422,40.21557,-4.005205418,-30.78414458,-28.50109557,-29.2105833,-1.89E+01,-21.31839767,-13.74481073,-18.93140322,0,HALLMARK_ANGIOGENESIS
190,247.82679,40.21557,-3.895113274,-30.0818432,-27.78018316,-28.2159862,-1.84E+01,-20.57021492,-13.32973986,-18.43127933,0,HALLMARK_ANGIOGENESIS
191,254.75937,40.21557,-3.739856172,-29.3247213,-27.00197578,-26.97365422,-1.77E+01,-19.7460776,-12.88082105,-17.85116113,0,HALLMARK_ANGIOGENESIS
192,261.69194,40.21557,-3.550398077,-28.57802511,-26.23628126,-25.5660361,-1.71E+01,-18.91014231,-12.43435531,-17.23006033,0,HALLMARK_ANGIOGENESIS
193,268.62451,40.21557,-3.336150624,-27.86577265,-25.50987967,-24.05350596,-1.64E+01,-18.09335537,-12.00997951,-16.59050064,0,HALLMARK_ANGIOGENESIS
194,275.55709,40.21557,-3.105219716,-27.17420816,-24.81138212,-22.47848973,-1.58E+01,-17.29332669,-11.6114416,-15.94100243,0,HALLMARK_ANGIOGENESIS
195,282.48966,40.21557,-2.866610745,-26.47791662,-24.11551187,-20.8866607,-1.52E+01,-16.49575529,-11.23648845,-15.28633486,0,HALLMARK_ANGIOGENESIS
196,289.42223,40.21557,-2.632837534,-25.76909586,-23.41240267,-19.34755568,-1.45E+01,-15.70160883,-10.88795412,-14.63765595,0,HALLMARK_ANGIOGENESIS
197,296.3548,40.21557,-2.419816315,-25.06790155,-22.71907501,-17.95057012,-1.39E+01,-14.93776142,-10.57692333,-14.01431067,0,HALLMARK_ANGIOGENESIS
198,303.28738,40.21557,-2.242079938,-24.40748154,-22.06433116,-16.7691764,-1.33E+01,-14.24159226,-10.31528015,-13.43480502,0,HALLMARK_ANGIOGENESIS
199,310.21995,40.21557,-2.105330384,-23.8051759,-21.46089395,-15.81536777,-1.28E+01,-13.63027461,-10.10280395,-12.90195264,0,HALLMARK_ANGIOGENESIS
200,317.15252,40.21557,-2.001218329,-23.2394078,-20.88400291,-15.0161657,-1.23E+01,-13.07677984,-9.91773782,-12.39206895,0,HALLMARK_ANGIOGENESIS
201,324.0851,40.21557,-1.907852424,-22.64673199,-20.26901795,-14.22498921,-1.18E+01,-12.50891787,-9.717502643,-11.85654453,0,HALLMARK_ANGIOGENESIS
202,331.01767,40.21557,-1.795788741,-21.94061003,-19.52996599,-13.25911086,-1.13E+01,-11.83181245,-9.449938397,-11.23646449,0,HALLMARK_ANGIOGENESIS
203,337.95024,40.21557,-1.636642909,-21.043187,-18.58784945,-11.94761239,-1.06E+01,-10.96205292,-9.070053632,-10.48357096,0,HALLMARK_ANGIOGENESIS
204,344.88282,40.21557,-1.411205712,-19.91838973,-17.40377966,-10.17691881,-9.79E+00,-9.860387027,-8.556118111,-9.57915913,0,HALLMARK_ANGIOGENESIS
205,351.81539,40.21557,-1.114689721,-18.59355963,-16.00151761,-7.922880453,-8.81E+00,-8.551830319,-7.919487375,-8.54399725,0,HALLMARK_ANGIOGENESIS
206,358.74796,40.21557,-0.757320456,-17.15600139,-14.46489788,-5.256993504,-7.75E+00,-7.121863325,-7.202633623,-7.43388506,0,HALLMARK_ANGIOGENESIS
207,365.68053,40.21557,-0.359499365,-15.71913233,-12.90555092,-2.318192529,-6.68E+00,-5.683295713,-6.463217341,-6.31977565,0,HALLMARK_ANGIOGENESIS
208,372.61311,40.21557,0.056333306,-14.37496477,-11.41747988,0.739094449,-5.65E+00,-4.328307192,-5.751544674,-5.26149409,0.739094449,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
209,379.54568,40.21557,0.471561615,-13.16758229,-10.04957628,3.784554735,-4.70E+00,-3.10007787,-5.096993555,-4.29271798,3.784554735,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
210,386.47825,40.21557,0.870882141,-12.10742195,-8.819003925,6.709083017,-3.84E+00,-2.006694512,-4.512763134,-3.42764401,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
211,393.41083,40.21557,1.238212763,-11.20746139,-7.744758442,9.394194558,-3.10E+00,-1.059164336,-4.010729675,-2.67975162,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
212,400.3434,40.21557,1.555240715,-10.50607407,-6.867916368,11.69612996,-2.51E+00,-0.295605922,-3.61066304,-2.07400266,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
213,407.27597,40.21557,1.804737486,-10.06132324,-6.249856281,13.46568487,-2.11E+00,0.225189631,-3.337382518,-1.64409992,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
214,414.20854,40.21557,1.975634316,-9.926887549,-5.949225006,14.59003412,-1.94E+00,0.449564488,-3.210612664,-1.42000576,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
215,421.14112,40.21557,2.066210466,-10.12716005,-5.996048531,15.03025694,-2.01E+00,0.355230165,-3.234783741,-1.41459434,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
216,428.07369,40.21557,2.084742533,-10.64217694,-6.373711364,14.84013296,-2.30E+00,-0.032310982,-3.392816417,-1.61435805,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
217,435.00626,40.21557,2.048857887,-11.40513233,-7.012476939,14.16527115,-2.75E+00,-0.635839059,-3.645699338,-1.97625483,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
218,441.93884,40.21557,1.983384419,-12.31332144,-7.800712366,13.21974613,-3.28E+00,-1.338307477,-3.939511784,-2.43329401,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
219,448.87141,40.21557,1.915578619,-13.25199693,-8.611865269,12.23766986,-3.82E+00,-2.011066276,-4.21865081,-2.90902549,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
220,455.80398,40.21557,1.869147336,-14.1225791,-9.34043745,11.41544693,-4.29E+00,-2.547319849,-4.438899826,-3.3348013,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
221,462.73655,40.21557,1.860649332,-14.85949634,-9.921913001,10.87605866,-4.63E+00,-2.883284895,-4.573603567,-3.66131183,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
222,469.66913,40.21557,1.899788889,-15.4274327,-10.32827466,10.67299813,-4.84E+00,-2.998836342,-4.611554822,-3.86043608,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
223,476.6017,40.21557,1.99162861,-15.80755577,-10.54905322,10.8194317,-4.89E+00,-2.904905703,-4.550742072,-3.91996833,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
224,483.53427,40.21557,2.13832011,-15.98647907,-10.5774723,11.3157465,-4.79E+00,-2.628571026,-4.393313158,-3.83691555,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
225,490.46685,40.21557,2.339697192,-15.9534,-10.40656223,12.16191657,-4.54E+00,-2.200358917,-4.143974726,-3.61376156,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
226,497.39942,40.21557,2.592615158,-15.70495187,-10.03409415,13.35226935,-4.17E+00,-1.647209549,-3.81086422,-3.25891139,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
227,504.33199,40.21557,2.88925216,-15.25428127,-9.47302765,14.8574939,-3.68E+00,-0.994328384,-3.406966221,-2.78918395,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
228,511.26457,40.21557,3.216511134,-14.63532857,-8.756588231,16.61264878,-3.11E+00,-0.270347507,-2.949933464,-2.22997988,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
229,518.19714,40.21557,3.55836305,-13.89610277,-7.931402459,18.52682579,-2.49E+00,0.492781179,-2.459447156,-1.61103319,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
230,525.12971,40.21557,3.899650843,-13.08619319,-7.046834074,20.50622158,-1.85E+00,1.264882673,-1.953762276,-0.96050793,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
231,532.06228,40.21557,4.228715701,-12.24730939,-6.145131433,22.47266192,-1.22E+00,2.022135909,-1.447484033,-0.30107196,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
232,538.99486,40.21557,4.538035508,-11.40981428,-5.255422432,24.37047171,-5.97E-01,2.748541873,-0.951017833,0.35116939,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
233,545.92743,40.21557,4.823602101,-10.59340315,-4.393679945,26.16493032,-6.48E-03,3.435060712,-0.471052193,0.98593326,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
234,552.86,40.21557,5.083915601,-9.809425385,-3.570005919,27.83742862,5.52E-01,4.077868053,-0.011401567,1.59738363,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
235,559.79258,40.21557,5.319071642,-9.063360405,-2.788150366,29.38044952,1.08E+00,4.676621913,0.426160966,2.18277555,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
236,566.72515,40.21557,5.530086127,-8.356863859,-2.049858685,30.79355347,1.57E+00,5.233080255,0.841220734,2.74136244,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
237,573.65772,40.21557,5.718447787,-7.689269568,-1.351793411,32.08053638,2.03E+00,5.750118697,1.234212795,3.27360228,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
238,580.59029,40.21557,5.885843081,-7.058615611,-0.691298905,33.24755722,2.47E+00,6.23108638,1.606066275,3.780619,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
239,587.52287,40.21557,6.033997526,-6.462308895,-0.064467123,34.30196337,2.88E+00,6.679412547,1.957967555,4.26385645,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
240,594.45544,40.21557,6.164590252,-5.89753542,0.529534674,35.25158083,3.26E+00,7.098384751,2.291209273,4.72486754,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
241,46.78218,46.83325,0.059443346,-7.796931275,-5.860986147,-2.115933402,-4.09E+00,-3.380425818,-4.28827131,-2.87950656,0.059443346,HALLMARK_ANGIOGENESIS
242,53.71475,46.83325,0.151574144,-7.571420686,-5.63031459,-1.558382672,-3.88E+00,-3.166820425,-4.165908743,-2.68728664,0.151574144,HALLMARK_ANGIOGENESIS
243,60.64733,46.83325,0.265478948,-7.265485412,-5.307580804,-0.879066625,-3.61E+00,-2.866983902,-4.00100566,-2.42355473,0.265478948,HALLMARK_ANGIOGENESIS
244,67.5799,46.83325,0.402399916,-6.882664598,-4.892177619,-0.076417917,-3.26E+00,-2.477202176,-3.792896444,-2.08834706,0.402399916,HALLMARK_ANGIOGENESIS
245,74.51247,46.83325,0.562515223,-6.434515065,-4.39318286,0.845312427,-2.85E+00,-1.999363904,-3.543934459,-1.68895455,0.845312427,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
246,81.44504,46.83325,0.743767561,-5.946287664,-3.835621793,1.871340241,-2.38E+00,-1.446596995,-3.262154908,-1.24494105,1.871340241,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
247,88.37762,46.83325,0.939290395,-5.468034964,-3.271069005,2.963075602,-1.90E+00,-0.85479128,-2.966551703,-0.79529882,2.963075602,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
248,95.31019,46.83325,1.132811358,-5.091328392,-2.795591856,4.029662588,-1.47E+00,-0.301125486,-2.695239201,-0.40590475,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
249,102.24276,46.83325,1.293763847,-4.958522002,-2.564995913,4.891505473,-1.20E+00,0.081343864,-2.511423818,-0.17050874,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
250,109.17534,46.83325,1.378645284,-5.233504005,-2.761636665,5.277027895,-1.21E+00,0.122979004,-2.494345446,-0.19408321,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
251,116.10791,46.83325,1.346195323,-6.020038478,-3.502283624,4.910152276,-1.60E+00,-0.309344414,-2.707029968,-0.55422244,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
252,123.04048,46.83325,1.182631334,-7.284153068,-4.755709101,3.678409184,-2.38E+00,-1.228421368,-3.159463884,-1.26156551,3.678409184,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
253,129.97305,46.83325,0.915030944,-8.870926126,-6.361523246,1.737937795,-3.44E+00,-2.519634047,-3.8050956,-2.25946336,1.737937795,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
254,136.90563,46.83325,0.593053101,-10.62552506,-8.158107956,-0.596277442,-4.70E+00,-4.037704896,-4.583025837,-3.4761327,0.593053101,HALLMARK_ANGIOGENESIS
255,143.8382,46.83325,0.25332162,-12.51052651,-10.1043426,-3.086025235,-6.10E+00,-5.716829861,-5.467044185,-4.8825966,0.25332162,HALLMARK_ANGIOGENESIS
256,150.77077,46.83325,-0.099898464,-14.60412626,-12.26807902,-5.691498391,-7.66E+00,-7.583362028,-6.471574356,-6.4958361,0,HALLMARK_ANGIOGENESIS
257,157.70335,46.83325,-0.488636847,-16.99415267,-14.72075201,-8.520158154,-9.42E+00,-9.679714718,-7.614900118,-8.33023028,0,HALLMARK_ANGIOGENESIS
258,164.63592,46.83325,-0.941286051,-19.67426863,-17.43971058,-11.70064666,-1.14E+01,-11.98932835,-8.880107676,-10.34964916,0,HALLMARK_ANGIOGENESIS
259,171.56849,46.83325,-1.467463925,-22.51179388,-20.28730254,-15.24731939,-1.34E+01,-14.41137578,-10.20266848,-12.45444753,0,HALLMARK_ANGIOGENESIS
260,178.50107,46.83325,-2.042710125,-25.29325108,-23.05539715,-18.98840072,-1.53E+01,-16.78707217,-11.48855008,-14.50589844,0,HALLMARK_ANGIOGENESIS
261,185.43364,46.83325,-2.620350663,-27.81064821,-25.54927623,-22.63722979,-1.71E+01,-18.95908517,-12.64830717,-16.37077309,0,HALLMARK_ANGIOGENESIS
262,192.36621,46.83325,-3.156702483,-29.92557982,-27.64520069,-25.93160614,-1.86E+01,-20.81713572,-13.62184349,-17.95538849,0,HALLMARK_ANGIOGENESIS
263,199.29878,46.83325,-3.622052126,-31.57510807,-29.29023109,-28.6978039,-1.98E+01,-22.29749518,-14.37965759,-19.21028452,0,HALLMARK_ANGIOGENESIS
264,206.23136,46.83325,-3.997876536,-32.74272576,-30.47081548,-30.83619759,-2.06E+01,-23.36224118,-14.91056996,-20.11687294,0,HALLMARK_ANGIOGENESIS
265,213.16393,46.83325,-4.274258073,-33.43381562,-31.18716341,-32.30056684,-2.11E+01,-23.99268214,-15.21218619,-20.67605642,0,HALLMARK_ANGIOGENESIS
266,220.0965,46.83325,-4.449464908,-33.66828479,-31.4487671,-33.09050733,-2.12E+01,-24.19384165,-15.2889289,-20.90423489,0,HALLMARK_ANGIOGENESIS
267,227.02908,46.83325,-4.528286218,-33.48290818,-31.28039958,-33.24245111,-2.10E+01,-23.99527776,-15.154092,-20.83188788,0,HALLMARK_ANGIOGENESIS
268,233.96165,46.83325,-4.519443278,-32.93678247,-30.73241861,-32.81804641,-2.06E+01,-23.44822836,-14.83310255,-20.50216543,0,HALLMARK_ANGIOGENESIS
269,240.89422,46.83325,-4.434051943,-32.11950168,-29.89300687,-31.90210778,-1.99E+01,-22.62779833,-14.36769127,-19.97101251,0,HALLMARK_ANGIOGENESIS
270,247.82679,46.83325,-4.285432767,-31.15386171,-28.8933957,-30.607541,-1.92E+01,-21.6375144,-13.81691216,-19.30617401,0,HALLMARK_ANGIOGENESIS
271,254.75937,46.83325,-4.088588728,-30.17519822,-27.88055183,-29.06420379,-1.83E+01,-20.5975262,-13.24721421,-18.57749243,0,HALLMARK_ANGIOGENESIS
272,261.69194,46.83325,-3.857778304,-29.28418947,-26.96304752,-27.38412191,-1.76E+01,-19.60662295,-12.71156225,-17.83805955,0,HALLMARK_ANGIOGENESIS
273,268.62451,46.83325,-3.60328389,-28.50220831,-26.16538145,-25.62926712,-1.69E+01,-18.69929409,-12.23078542,-17.1092307,0,HALLMARK_ANGIOGENESIS
274,275.55709,46.83325,-3.331066436,-27.77412682,-25.4329296,-23.81671056,-1.62E+01,-17.84013769,-11.7943196,-16.38512935,0,HALLMARK_ANGIOGENESIS
275,282.48966,46.83325,-3.047631943,-27.02723163,-24.69396418,-21.96899284,-1.55E+01,-16.97218268,-11.38313606,-15.65603393,0,HALLMARK_ANGIOGENESIS
276,289.42223,46.83325,-2.767594789,-26.236869,-23.92313755,-20.17269316,-1.48E+01,-16.08065794,-10.99558414,-14.93175237,0,HALLMARK_ANGIOGENESIS
277,296.3548,46.83325,-2.516475914,-25.44728722,-23.15897821,-18.58427557,-1.41E+01,-15.21889056,-10.65476525,-14.24707718,0,HALLMARK_ANGIOGENESIS
278,303.28738,46.83325,-2.322123656,-24.73781875,-22.47225503,-17.35589757,-1.35E+01,-14.47482248,-10.3925762,-13.64418708,0,HALLMARK_ANGIOGENESIS
279,310.21995,46.83325,-2.19872803,-24.1612379,-21.90785822,-16.53496131,-1.29E+01,-13.90302816,-10.22202429,-13.14121142,0,HALLMARK_ANGIOGENESIS
280,317.15252,46.83325,-2.135555524,-23.69561449,-21.44112631,-16.01819952,-1.26E+01,-13.47250893,-10.11655937,-12.70743953,0,HALLMARK_ANGIOGENESIS
281,324.0851,46.83325,-2.097873397,-23.23829831,-20.97014352,-15.57733604,-1.22E+01,-13.06449186,-10.01008968,-12.26398459,0,HALLMARK_ANGIOGENESIS
282,331.01767,46.83325,-2.038148283,-22.64063714,-20.34810827,-14.92521508,-1.17E+01,-12.51615847,-9.817292957,-11.71060982,0,HALLMARK_ANGIOGENESIS
283,337.95024,46.83325,-1.910737141,-21.76210546,-19.43423791,-13.79130465,-1.11E+01,-11.68018322,-9.46203534,-10.9623763,0,HALLMARK_ANGIOGENESIS
284,344.88282,46.83325,-1.684947958,-20.52735697,-18.14887813,-11.99184517,-1.02E+01,-10.47926701,-8.904106556,-9.98156672,0,HALLMARK_ANGIOGENESIS
285,351.81539,46.83325,-1.35380228,-18.97080624,-16.52111896,-9.48551835,-9.07E+00,-8.945872114,-8.158456304,-8.79682327,0,HALLMARK_ANGIOGENESIS
